"No.","公開番号","案件の状態","発注方式","電入／紙入","工事番号","工事名","所属コード","所属名","工事場所","予定価格（税抜）","予定価格（税込）","公告（通知）日","開札予定日","更新日時","発注業種","発注業種２"
"1777","161667","","一般競争入札","電子入札","平成２８年度　小道改　第７０５号","古座川熊野川線小規模道路改良工事","130760","東牟婁振興局串本建設部","東牟婁郡古座川町","9138000","9869040","2016/06/23","2016/07/05","2016/07/09 06:30","土木一式工事",""
"1778","161646","","一般競争入札","電子入札","平成２８年度　小道改　第１号－２","国道３７０号外小規模道路改良外合併調査業務","130160","海南工事事務所","海草郡紀美野町","3880000","4190400","2016/06/23","2016/07/05","2016/07/08 06:30","建設環境",""
"1779","161673","","一般競争入札","電子入札","平成２８年度　小土砂　第４６号","和深川地区小規模土砂災害対策工事","130760","東牟婁振興局串本建設部","西牟婁郡すさみ町","6811000","7355880","2016/06/23","2016/07/05","2016/07/08 06:30","とび・土工・コンクリート工事",""
"1780","161662","","一般競争入札","電子入札","平成２８年度　砂調　第７号","長野地区地すべり調査業務","130660","西牟婁振興局建設部","田辺市","3020000","3261600","2016/06/23","2016/07/22","2016/08/01 06:30","河川砂防及び海岸",""
"1781","161675","","一般競争入札","電子入札","平成２８年度　国交建住　第６号","出雲団地駐車場整備設計業務","130760","東牟婁振興局串本建設部","東牟婁郡串本町","600000","648000","2016/06/23","2016/07/05","2016/07/09 06:30","建築一般",""
"1782","161659","","一般競争入札（総合評価）","電子入札","平成２８年度　港湾受託　第１号","日高港港湾受託工事","130560","日高振興局建設部","日高郡美浜町","91163000","98456040","2016/06/23","2016/07/12","2016/07/20 06:30","土木一式工事",""
"1783","161663","","一般競争入札","電子入札","平成２８年度　港修　第７号","浦神港港湾修繕外合併工事","130770","東牟婁振興局新宮建設部","東牟婁郡那智勝浦町","6121000","6610680","2016/06/23","2016/07/04","2016/07/07 06:32","土木一式工事",""
"1784","161647","","一般競争入札（総合評価）","電子入札","平成２８年度　港海整　第５－５号","浦神港海岸海岸整備（港湾）工事","130770","東牟婁振興局新宮建設部","東牟婁郡那智勝浦町","36375000","39285000","2016/06/23","2016/07/12","2016/07/20 06:31","鋼構造物工事",""
"1785","161592","","一般競争入札","電子入札","平成２８年度　県防　第６号","県土防災対策治山事業","130590","日高振興局農林水産振興部","日高郡由良町","4576000","4942080","2016/06/23","2016/07/06","2016/07/12 06:30","土木一式工事",""
"1786","161645","","一般競争入札","電子入札","平成２８年度　県防　第１４号","県土防災対策治山事業調査業務","130690","西牟婁振興局農林水産振興部","田辺市","4108000","4436640","2016/06/23","2016/07/04","2016/07/12 06:31","森林土木",""
"1787","161627","","一般競争入札","電子入札","平成２８年度　県単港整　第２－１号－２","和歌山下津港　県単港湾施設整備工事","082501","和歌山下津港湾事務所","和歌山市","27115000","29284200","2016/06/23","2016/07/05","2016/07/07 06:30","しゅんせつ工事",""
"1788","161665","","一般競争入札","電子入札","平成２８年度　県災防　第４号－２","井関御坊線道路災害防除工事","130460","有田振興局建設部","有田郡広川町","12894000","13925520","2016/06/23","2016/07/06","2016/07/12 17:29","とび・土工・コンクリート工事",""
"1789","161629","","一般競争入札（総合評価）","電子入札","平成２８年度　県債　道改交金　第１３３号－９","白浜温泉線（仮称鴨居高架橋下部その２）道路改良工事","130660","西牟婁振興局建設部","西牟婁郡白浜町","","","2016/06/23","2016/07/21","2016/09/01 06:31","土木一式工事",""
"1790","161604","","一般競争入札","電子入札","平成２８年度　県交　第５号－３","日高印南線交通安全施設等整備測量業務","130560","日高振興局建設部","日高郡日高町","1300000","1404000","2016/06/23","2016/07/05","2016/07/09 06:30","測量一般",""
"1791","161666","","一般競争入札","電子入札","平成２８年度　県交　第４号－５","有田湯浅線交通安全施設等整備工事","130460","有田振興局建設部","有田郡湯浅町","489000","528120","2016/06/23","2016/07/06","2016/07/12 17:36","塗装工事",""
"1792","161652","","一般競争入札","電子入札","平成２８年度　県交　第２号－３","国道４２４号外交通安全施設等整備外合併工事","130260","那賀振興局建設部","紀の川市","847000","914760","2016/06/23","2016/07/05","2016/07/08 10:47","塗装工事",""
"1793","161635","","一般競争入札（総合評価）","電子入札","平成２８年度　急傾斜　第４９号","大沼２地区急傾斜地崩壊対策工事","130770","東牟婁振興局新宮建設部","東牟婁郡北山村","33361000","36029880","2016/06/23","2016/07/12","2016/07/20 06:31","土木一式工事",""
"1794","161608","","一般競争入札","電子入札","平成２８年度　急傾斜　第４６号","汐入地区急傾斜地崩壊対策工事","130770","東牟婁振興局新宮建設部","東牟婁郡太地町","28398000","30669840","2016/06/23","2016/07/04","2016/07/07 06:32","土木一式工事",""
"1795","161672","","一般競争入札","電子入札","平成２８年度　急傾斜　第３９号－２","藤藪平地区急傾斜地崩壊対策調査業務","130760","東牟婁振興局串本建設部","東牟婁郡古座川町","2200000","2376000","2016/06/23","2016/07/05","2016/07/09 06:30","地質調査",""
"1796","161632","","一般競争入札","電子入札","平成２８年度　海修　第６号","太地海岸海岸修繕工事","130770","東牟婁振興局新宮建設部","東牟婁郡太地町","22302000","24086160","2016/06/23","2016/07/04","2016/07/06 06:30","土木一式工事",""
"1797","161674","","一般競争入札","電子入札","平成２８年度　河修　第８号－９","主谷川河川修繕工事","130760","東牟婁振興局串本建設部","東牟婁郡古座川町","1976000","2134080","2016/06/23","2016/07/05","2016/07/08 06:30","土木一式工事",""
"1798","161676","","一般競争入札","電子入札","平成２８年度　河修　第８号－１０","古座川河川修繕工事","130760","東牟婁振興局串本建設部","東牟婁郡串本町","2940000","3175200","2016/06/23","2016/07/05","2016/07/09 06:30","土木一式工事",""
"1799","161591","","一般競争入札","電子入札","平成２８年度　河修　第５号－１０","宮前川河川修繕工事","130460","有田振興局建設部","有田市","1317000","1422360","2016/06/23","2016/07/06","2016/07/12 17:35","土木一式工事",""
"1800","161621","","一般競争入札","電子入札","平成２８年度　河修　第４号－９","細川川　河川修繕工事","130360","伊都振興局建設部","橋本市","4058000","4382640","2016/06/23","2016/07/05","2016/07/07 13:06","土木一式工事",""
"1801","161650","","一般競争入札","電子入札","平成２８年度　河修　第３号－９","名手川外河川修繕工事","130260","那賀振興局建設部","紀の川市","4194000","4529520","2016/06/23","2016/07/05","2016/07/08 06:30","土木一式工事",""
"1802","161653","","一般競争入札","電子入札","平成２８年度　河修　第３号－１０","丸田川外河川修繕工事","130260","那賀振興局建設部","紀の川市","2246000","2425680","2016/06/23","2016/07/05","2016/07/08 06:30","土木一式工事",""
"1803","161609","","一般競争入札","電子入札","平成２８年度　ため池等　第４２号－１１","樫河池地区　土質調査業務","130190","海草振興局農林水産振興部","海草郡紀美野町","2750000","2970000","2016/06/23","2016/07/05","2016/07/13 06:30","地質調査",""
"1804","161634","","一般競争入札（総合評価）","電子入札","平成２７年度　道保交金　第８０３－１号－２","新宮停車場線交付金道路保全工事","130770","東牟婁振興局新宮建設部","新宮市","36329000","39235320","2016/06/23","2016/07/12","2016/07/20 06:31","土木一式工事",""
"1805","161639","","一般競争入札（総合評価）","電子入札","平成２７年度　道保交金　第４０２－３２号－２","国道４８０号交付金道路保全工事","130460","有田振興局建設部","有田市","63091000","68138280","2016/06/23","2016/07/13","2016/07/25 09:23","土木一式工事",""
"1806","161617","","一般競争入札","電子入札","平成２７年度　道改交金　第２０４－３１号","広川川辺線道路改良工事","130460","有田振興局建設部","有田郡広川町","13075000","14121000","2016/06/23","2016/07/06","2016/07/12 17:26","とび・土工・コンクリート工事",""
"1807","161618","","一般競争入札","電子入札","平成２７年度　道改交金　第２０３－３１号","有田湯浅線道路改良工事","130460","有田振興局建設部","有田郡湯浅町","3887000","4197960","2016/06/23","2016/07/06","2016/07/12 18:10","舗装工事",""
"1808","161611","","一般競争入札","電子入札","平成２７年度　道改交金　第２０２－３１号－２","美里龍神線道路改良工事","130460","有田振興局建設部","有田郡有田川町","20101000","21709080","2016/06/23","2016/07/06","2016/07/12 17:24","とび・土工・コンクリート工事",""
"1809","161644","","一般競争入札","電子入札","平成２７年度　調急　第６－３０号－１２","上富田町朝来地区砂防基礎調査業務","130660","西牟婁振興局建設部","西牟婁郡上富田町","16130000","17420400","2016/06/23","2016/07/04","2016/07/12 06:31","河川砂防及び海岸",""
